Time, Latitude, N/S, Longitude, E/W, Speed, Heading, Fix, High Temperature, High Ambient, Low Temperature, Low Ambient
Time, Latitude, N/S, Longitude, E/W, Speed, Heading, Fix, High Temperature, High Ambient, Low Temperature, Low Ambient
Time, Latitude, N/S, Longitude, E/W, Speed, Heading, Fix, High Temperature, High Ambient, Low Temperature, Low Ambient
Time, Latitude, N/S, Longitude, E/W, Speed, Heading, Fix, High Temperature, High Ambient, Low Temperature, Low Ambient
Time, Latitude, N/S, Longitude, E/W, Speed, Heading, Fix, High Temperature, High Ambient, Low Temperature, Low Ambient
6654,0, ,0, ,0,0,0,24.44,25.25,24.44,25.5
04:22.0,0, ,0, ,0,0,0,24.44,25.25,24.31,25.5
04:27.0,0, ,0, ,0,0,0,24.44,25.25,24.38,25.5
04:32.0,0, ,0, ,0,0,0,24.44,25.25,24.56,25.5
04:37.0,0, ,0, ,0,0,0,24.44,25.25,24.63,25.5
04:43.0,0, ,0, ,0,0,0,24.44,25.25,24.94,25.5
04:48.0,0, ,0, ,0,0,0,24.44,25.25,25.06,25.5
04:53.0,0, ,0, ,0,0,0,24.5,25.25,25.13,25.5
Time, Latitude, N/S, Longitude, E/W, Speed, Heading, Fix, High Temperature, High Ambient, Low Temperature, Low Ambient
05:05.0,43.82439, N,70.037849, W,21.13,166.56,1,24.63,25.25,25.06,25.5
05:10.0,43.824142, N,70.03775, W,22.1,162.4,1,24.69,25.25,25,25.5
05:15.0,43.823875, N,70.037628, W,22.92,162.14,1,24.69,25.25,24.81,25.5
05:20.0,43.823612, N,70.037491, W,22.53,154.8,1,24.75,25.25,24.69,25.75
05:26.0,43.823311, N,70.037254, W,23.9,149.35,1,24.81,25.25,24.63,25.5
05:31.0,43.82299, N,70.037003, W,31.22,149.78,1,24.88,25.25,24.56,25.5
05:36.0,43.822582, N,70.03672, W,38.38,154.55,1,24.94,25.25,24.5,25.5
05:41.0,43.822121, N,70.0364, W,42.46,151.13,1,25,25.25,24.44,25.5
05:46.0,43.821644, N,70.035995, W,45.51,147.3,1,25,25.25,24.31,25.5
05:51.0,43.821148, N,70.035561, W,47.19,146.61,1,25,25.25,24.25,25.5
05:56.0,43.820656, N,70.035095, W,47.77,144.21,1,25.06,25.25,24.25,25.5
06:02.0,43.820091, N,70.034477, W,48.42,140.25,1,25.06,25.25,24.19,25.5
06:07.0,43.819626, N,70.033936, W,48.35,140.04,1,25.06,25.25,24.13,25.75
06:12.0,43.819157, N,70.033409, W,48.37,140.49,1,25.06,25.25,24.06,25.5
Time, Latitude, N/S, Longitude, E/W, Speed, Heading, Fix, High Temperature, High Ambient, Low Temperature, Low Ambient
06:20.0,43.818428, N,70.032616, W,45.85,143.49,1,25.31,25.25,23.88,25.75
06:25.0,43.818027, N,70.032135, W,40.51,139.06,1,25.31,25.25,23.88,25.5
06:30.0,43.817741, N,70.031837, W,25.08,144.65,1,25.31,25.25,23.88,25.5
Time, Latitude, N/S, Longitude, E/W, Speed, Heading, Fix, High Temperature, High Ambient, Low Temperature, Low Ambient
06:42.0,43.817017, N,70.031128, W,32.1,142.05,1,25,25.25,23.75,25.5
06:47.0,43.816666, N,70.030739, W,37.31,139.04,1,25,25.25,23.69,25.5
06:52.0,43.81628, N,70.030296, W,40.79,139.15,1,25,25.25,23.69,25.5
06:57.0,43.815899, N,70.029861, W,38.94,143.33,1,25,25.25,23.63,25.5
07:03.0,43.815422, N,70.029373, W,39.49,147.17,1,25,25.25,23.63,25.5
07:08.0,43.815018, N,70.028984, W,39.54,145.62,1,25,25.25,23.56,25.5
07:13.0,43.814632, N,70.028564, W,39.42,140.63,1,25,25.25,23.56,25.5
Time, Latitude, N/S, Longitude, E/W, Speed, Heading, Fix, High Temperature, High Ambient, Low Temperature, Low Ambient
07:25.0,43.813709, N,70.027489, W,40.68,139.35,1,24.81,25.25,23.19,25.5
07:30.0,43.813316, N,70.027046, W,40.89,142.02,1,24.69,25,23.13,25.5
07:35.0,43.812893, N,70.026642, W,41.33,146.26,1,24.69,25.25,23.06,25.25
07:40.0,43.812462, N,70.026253, W,41.72,148.44,1,24.63,25.25,23,25.5
07:45.0,43.811996, N,70.025948, W,41.02,158.84,1,24.56,25.25,23,25.5
07:51.0,43.811428, N,70.02565, W,40.64,159.91,1,24.5,25.25,22.94,25.5
07:56.0,43.810951, N,70.025421, W,40.37,162.25,1,24.38,25.25,22.94,25.5
08:01.0,43.810482, N,70.0252, W,39.87,161.83,1,24.19,25.25,22.94,25.25
08:06.0,43.810013, N,70.024979, W,39.53,161.37,1,24,25.25,22.88,25.5
Time, Latitude, N/S, Longitude, E/W, Speed, Heading, Fix, High Temperature, High Ambient, Low Temperature, Low Ambient
08:18.0,43.80896, N,70.024612, W,27.56,172.93,1,23.81,25,22.81,25.25
08:23.0,43.80867, N,70.024574, W,22.39,172.52,1,23.75,25.25,22.81,25.5
08:29.0,43.808331, N,70.024529, W,23.51,175.04,1,23.63,25,22.81,25.5
08:34.0,43.808033, N,70.024536, W,23.87,181.48,1,23.56,25,22.75,25.25
08:39.0,43.80772, N,70.024513, W,25.94,177.02,1,23.5,25.25,22.75,25.25
Time, Latitude, N/S, Longitude, E/W, Speed, Heading, Fix, High Temperature, High Ambient, Low Temperature, Low Ambient
08:51.0,43.806889, N,70.024536, W,29.89,187.45,1,23.31,25.25,22.69,25.5
08:56.0,43.806511, N,70.024673, W,32.24,199.95,1,23.25,25.25,22.69,25.5
09:01.0,43.806122, N,70.024879, W,34.02,196.17,1,23.19,25.25,22.69,25.25
09:06.0,43.805698, N,70.024979, W,35.56,185.82,1,23.13,25,22.69,25.25
09:12.0,43.805206, N,70.025055, W,30.78,185.72,1,23.13,25,22.69,25.5
09:17.0,43.804798, N,70.025093, W,33.56,181.84,1,23.13,25,22.69,25.5
09:22.0,43.804359, N,70.025093, W,35.96,181.17,1,23.13,25,22.69,25.25
09:27.0,43.803894, N,70.025093, W,37.97,178.83,1,23.06,25,22.69,25.5
09:32.0,43.803417, N,70.025101, W,37.27,180.98,1,23.06,25.25,22.69,25.5
09:37.0,43.802998, N,70.025116, W,30.1,184.59,1,23,25,22.69,25.5
09:42.0,43.802643, N,70.025162, W,25.71,182.46,1,23,25,22.69,25.25
09:48.0,43.802406, N,70.025177, W,11.84,187.12,1,23,25,22.69,25.5
09:53.0,43.802193, N,70.025253, W,20.31,198.2,1,23,25,22.69,25.25
09:58.0,43.801918, N,70.025375, W,24.64,199.8,1,23,25,22.69,25.25
10:03.0,43.801628, N,70.025543, W,25.44,207.29,1,23,25,22.69,25.25
10:08.0,43.801334, N,70.025749, W,26.33,207.29,1,22.94,25,22.69,25.5
10:13.0,43.801044, N,70.02597, W,26.9,209.6,1,22.94,25,22.69,25.25
10:18.0,43.800755, N,70.026207, W,27.84,212.88,1,22.94,25,22.69,25.25
10:24.0,43.800407, N,70.026527, W,28.02,216.35,1,22.94,25,22.69,25.25
10:29.0,43.800129, N,70.026863, W,30.41,222.51,1,22.88,25,22.69,25.25
Time, Latitude, N/S, Longitude, E/W, Speed, Heading, Fix, High Temperature, High Ambient, Low Temperature, Low Ambient
10:40.0,43.799519, N,70.02771, W,34.49,223.71,1,22.81,25,22.94,25.25
10:45.0,43.799179, N,70.02816, W,34.41,223.94,1,22.81,25,22.81,25.25
10:50.0,43.798958, N,70.028404, W,17.09,217.89,1,22.81,25,22.81,25.25
10:55.0,43.79874, N,70.028633, W,24.36,218.31,1,22.81,25,22.69,25.25
11:01.0,43.798439, N,70.028976, W,26.62,220.77,1,22.81,24.75,22.69,25.25
11:06.0,43.798176, N,70.029297, W,28.52,223.58,1,22.81,25,22.69,25.25
11:11.0,43.797894, N,70.029625, W,30.08,218.46,1,22.81,25,22.69,25.25
11:16.0,43.797573, N,70.029953, W,32.09,216.51,1,22.88,25,22.69,25.5
11:21.0,43.79723, N,70.030266, W,33.74,213.56,1,22.88,25,22.5,25
11:26.0,43.796871, N,70.030609, W,35.78,212.17,1,22.88,25,22.44,25.25
11:31.0,43.79649, N,70.030952, W,36.65,215.87,1,22.88,25,22.44,25.25
11:37.0,43.796043, N,70.03141, W,37.56,216.82,1,22.88,25,22.38,25.25
11:42.0,43.795685, N,70.031799, W,36.08,219.87,1,22.88,24.75,22.31,25
11:47.0,43.79533, N,70.032242, W,39.4,223.75,1,22.88,25,22.31,25.25
11:52.0,43.794983, N,70.032715, W,38.86,222.82,1,22.88,25,22.31,25.25
11:57.0,43.794609, N,70.033134, W,38.55,218.05,1,22.88,24.75,22.31,25.25
12:02.0,43.79422, N,70.03347, W,35.45,209.41,1,22.88,24.75,22.31,25
12:07.0,43.79385, N,70.033699, W,28.4,200.05,1,22.88,24.75,22.31,25.25
12:13.0,43.793568, N,70.033829, W,14.08,194.95,1,22.88,24.75,22.31,25.25
12:18.0,43.793423, N,70.033875, W,12.78,190.74,1,22.88,25,22.31,25
12:23.0,43.793266, N,70.033913, W,12.45,188.73,1,22.88,25,22.38,25.25
12:28.0,43.793129, N,70.033943, W,9.75,189.62,1,22.88,24.75,22.38,25.25
12:33.0,43.79303, N,70.033974, W,7.52,195.2,1,22.88,24.75,22.38,25
12:38.0,43.792953, N,70.034012, W,5.37,202.91,1,22.88,24.75,22.38,25
12:43.0,43.7929, N,70.034042, W,4.46,207,1,22.88,25,22.38,25.25
12:49.0,43.792854, N,70.034081, W,3.12,214.97,1,22.88,24.75,22.38,25
12:54.0,43.792828, N,70.034111, W,2.23,214.97,1,22.88,25,22.38,25
12:59.0,43.79282, N,70.034134, W,0,214.97,1,22.88,24.75,22.38,25
13:04.0,43.792812, N,70.034164, W,1.62,214.97,1,22.88,24.75,22.38,25
13:09.0,43.792812, N,70.034187, W,1.55,214.97,1,22.88,24.75,22.63,25.25
13:14.0,43.792812, N,70.034195, W,0,214.97,1,22.88,24.75,22.75,25
13:19.0,43.792812, N,70.034195, W,0,214.97,1,22.88,24.75,23,25
13:25.0,43.792839, N,70.034241, W,3.05,214.97,1,22.88,25,23.31,25.25
13:30.0,43.792858, N,70.034309, W,3.31,214.97,1,22.88,24.75,23.69,25
13:35.0,43.79285, N,70.03437, W,3.06,214.97,1,22.88,24.75,23.81,25
Time, Latitude, N/S, Longitude, E/W, Speed, Heading, Fix, High Temperature, High Ambient, Low Temperature, Low Ambient
Time, Latitude, N/S, Longitude, E/W, Speed, Heading, Fix, High Temperature, High Ambient, Low Temperature, Low Ambient
25:18.0,43.777451, N,70.056572, W,41.91,266.93,1,22.56,24.25,24.88,24.75
25:23.0,43.777428, N,70.057114, W,30.2,267.05,1,22.56,24.25,24.81,24.75
25:28.0,43.777401, N,70.057625, W,30.35,264.08,1,22.56,24.25,24.81,24.75
25:33.0,43.777344, N,70.058029, W,23.29,255.19,1,22.56,24.25,25,24.75
25:38.0,43.777229, N,70.058418, W,25.1,246.41,1,22.44,24.25,25,24.75
25:43.0,43.7771, N,70.058853, W,28.87,248,1,22.38,24.5,25,24.75
25:48.0,43.776947, N,70.059357, W,33.32,249.59,1,22.31,24.25,25,24.75
25:54.0,43.776764, N,70.06002, W,34.89,249.09,1,22.31,24.5,25.06,24.5
25:59.0,43.776627, N,70.060577, W,33.56,249.63,1,22.25,24.5,25.13,24.75
26:04.0,43.776524, N,70.061142, W,33.14,261.13,1,22.25,24.25,25.19,24.5
26:09.0,43.77647, N,70.061714, W,33.82,262.7,1,22.19,24.5,25.19,24.75
Time, Latitude, N/S, Longitude, E/W, Speed, Heading, Fix, High Temperature, High Ambient, Low Temperature, Low Ambient
Time, Latitude, N/S, Longitude, E/W, Speed, Heading, Fix, High Temperature, High Ambient, Low Temperature, Low Ambient
26:24.0,43.776192, N,70.063629, W,39.52,264,1,22.19,24.25,25.63,24.75
26:29.0,43.776142, N,70.064262, W,35.45,264.02,1,22.13,24.5,25.56,24.5
26:34.0,43.776127, N,70.064842, W,34.6,270.6,1,22.13,24.25,25.44,24.75
26:39.0,43.776119, N,70.065483, W,38.14,270.35,1,22.13,24.25,25.56,24.75
26:45.0,43.776127, N,70.066277, W,38.39,269.31,1,22.13,24.25,25.44,24.75
26:50.0,43.776104, N,70.06694, W,38.46,264.48,1,22.06,24.25,25.38,24.5
26:55.0,43.776085, N,70.067581, W,36.22,267.33,1,22,24.25,25.25,24.75
27:00.0,43.776047, N,70.068207, W,35.46,264.99,1,21.94,24.5,25.19,24.75
Time, Latitude, N/S, Longitude, E/W, Speed, Heading, Fix, High Temperature, High Ambient, Low Temperature, Low Ambient
27:12.0,43.77597, N,70.069695, W,35.6,268.1,1,21.88,24.25,25.31,24.75
27:17.0,43.775906, N,70.070282, W,33.86,258.18,1,21.88,24.5,25.19,24.75
27:23.0,43.775799, N,70.070969, W,33.28,256.86,1,21.75,24.25,25.25,24.75
27:28.0,43.775749, N,70.071571, W,36.45,267.48,1,21.75,24.5,25.38,24.75
27:33.0,43.775723, N,70.072235, W,38.26,264.9,1,21.69,24.25,25.44,24.75
27:38.0,43.775684, N,70.072891, W,37.76,264.69,1,21.69,24.5,25.5,24.75
27:43.0,43.775616, N,70.073524, W,38.72,260.48,1,21.69,24.25,25.44,25
27:48.0,43.775528, N,70.074211, W,41.36,261.41,1,21.69,24.25,25.44,24.75
27:53.0,43.77549, N,70.074913, W,40.86,267.11,1,21.69,24.25,25.44,24.75
27:59.0,43.775444, N,70.075722, W,37.94,265.23,1,21.69,24.25,25.38,24.75
28:04.0,43.775417, N,70.07634, W,35.54,266.94,1,21.69,24.25,25.31,24.75
28:09.0,43.775398, N,70.076935, W,33.89,264.98,1,21.69,24.5,25.25,24.75
28:14.0,43.775345, N,70.077522, W,34.83,262.67,1,21.69,24.25,25.38,24.75
28:19.0,43.775307, N,70.078148, W,36.58,263.18,1,21.69,24.5,25.38,24.75
28:24.0,43.775276, N,70.078812, W,39.06,265.77,1,21.69,24.25,25.44,24.75
28:29.0,43.775223, N,70.079491, W,40.18,265.37,1,21.69,24.5,25.44,24.5
28:35.0,43.775211, N,70.08033, W,40.34,272.23,1,21.69,24.25,25.56,24.75
28:40.0,43.77533, N,70.081024, W,41.34,284.26,1,21.69,24.25,25.56,24.5
28:45.0,43.775471, N,70.081703, W,41.55,286.61,1,21.69,24.25,25.63,24.75
28:50.0,43.775597, N,70.082397, W,41.77,283.55,1,21.69,24.5,25.75,24.75
28:55.0,43.775738, N,70.083092, W,41.79,288.62,1,21.69,24.25,25.69,24.5
29:00.0,43.77589, N,70.083786, W,41.85,287.32,1,21.69,24.25,25.69,24.75
29:05.0,43.776024, N,70.084488, W,41.82,283.21,1,21.69,24.5,25.75,24.75
29:11.0,43.776108, N,70.085335, W,40.41,275.7,1,21.69,24.25,25.75,24.75
29:16.0,43.776157, N,70.086037, W,40.82,276.01,1,21.69,24.5,25.75,24.75
29:21.0,43.776184, N,70.086723, W,39.55,269.96,1,21.69,24.5,26.31,24.75
29:26.0,43.776173, N,70.087379, W,37.46,266.27,1,21.69,24.25,26.25,24.75
29:31.0,43.776154, N,70.08802, W,37.12,269.45,1,21.69,24.25,26.06,24.75
29:36.0,43.77615, N,70.088654, W,35.95,266.37,1,21.75,24.5,26.06,24.75
29:41.0,43.776131, N,70.089287, W,37.17,266.63,1,21.81,24.5,26.06,24.5
29:47.0,43.776112, N,70.090073, W,38.61,267.42,1,21.88,24.5,26.19,24.75
29:52.0,43.776112, N,70.090752, W,39.6,269.9,1,21.88,24.25,26.19,24.75
29:57.0,43.776115, N,70.091408, W,37.44,269.46,1,21.94,24.5,26.19,24.75
30:02.0,43.776096, N,70.092041, W,36.22,266.53,1,21.94,24.25,26.31,24.5
30:07.0,43.776031, N,70.092659, W,36.08,259.69,1,21.94,24.25,26.31,24.75
30:12.0,43.775928, N,70.093269, W,36.51,253.35,1,21.94,24.25,26.38,24.75
30:17.0,43.775841, N,70.093895, W,35.95,258.43,1,22.06,24.25,26.38,24.75
30:22.0,43.775726, N,70.094482, W,36.21,253.46,1,22.06,24.25,26.44,24.75
30:28.0,43.775551, N,70.095207, W,36.7,250.23,1,22.19,24.5,26.44,24.75
30:33.0,43.775387, N,70.095802, W,37.09,250.23,1,22.31,24.25,26.44,24.75
30:38.0,43.775253, N,70.09642, W,37.41,255.24,1,22.31,24.25,26.5,24.75
30:43.0,43.77515, N,70.097054, W,38.46,259.74,1,22.38,24.5,26.56,24.75
30:48.0,43.775059, N,70.097595, W,31.74,255.23,1,22.63,24.25,26.69,24.75
30:53.0,43.77496, N,70.098137, W,32.05,258.75,1,22.75,24.25,26.69,24.75
30:58.0,43.774857, N,70.098686, W,33.55,254.67,1,22.75,24.25,26.75,24.75
31:04.0,43.774727, N,70.099358, W,33.71,256.61,1,22.88,24.25,26.88,24.75
31:09.0,43.774628, N,70.09993, W,34.57,257.75,1,23,24.5,27,24.5
31:14.0,43.774555, N,70.100517, W,35.42,261.34,1,23.06,24.5,27.06,24.75
31:19.0,43.774502, N,70.101135, W,36.37,264.53,1,23.13,24.5,27.06,24.5
31:24.0,43.774475, N,70.101761, W,36.29,266.71,1,23.19,24.25,27.19,24.75
31:29.0,43.774471, N,70.102409, W,37.44,270.11,1,23.25,24.5,27.19,24.75
31:34.0,43.77449, N,70.103058, W,38.7,272.62,1,23.31,24.5,27.31,24.75
31:40.0,43.774551, N,70.103859, W,39.16,278.06,1,23.38,24.5,27.31,24.5
31:45.0,43.774616, N,70.104538, W,40.1,277.88,1,23.38,24.5,27.31,24.75
31:50.0,43.774685, N,70.105232, W,41.14,278.38,1,23.38,24.25,27.31,24.75
31:55.0,43.774754, N,70.105942, W,41.9,277.2,1,23.44,24.25,27.44,25
32:00.0,43.774837, N,70.106659, W,42.1,280.76,1,23.44,24.5,27.56,24.75
32:05.0,43.77494, N,70.107368, W,42.17,281.11,1,23.5,24.5,27.63,24.75
32:10.0,43.775059, N,70.10807, W,42.4,288.54,1,23.5,24.5,27.63,24.75
32:16.0,43.775288, N,70.108871, W,41.95,294.17,1,23.5,24.25,27.63,24.75
32:21.0,43.775501, N,70.109535, W,42.44,295.83,1,23.5,24.25,27.63,24.75
32:26.0,43.775745, N,70.110184, W,42.93,299.34,1,23.56,24.25,27.75,25
32:31.0,43.776035, N,70.110809, W,42.64,305.33,1,23.63,24.25,27.88,24.75
32:36.0,43.776398, N,70.111359, W,43.33,314.62,1,23.63,24.25,28,25
32:41.0,43.776791, N,70.1119, W,44.59,315.2,1,23.69,24.25,28.06,24.75
32:46.0,43.777187, N,70.112396, W,42.87,319.55,1,23.75,24.25,28.44,24.75
32:52.0,43.777718, N,70.112923, W,44.44,325.68,1,23.75,24.25,28.44,24.75
32:57.0,43.778191, N,70.11335, W,45.41,327.32,1,23.75,24.25,28.56,24.75
33:02.0,43.778648, N,70.113815, W,45.04,322.21,1,23.75,24.5,28.63,24.75
33:07.0,43.779099, N,70.114296, W,46.14,321.74,1,23.63,24.25,28.63,24.75
33:12.0,43.779549, N,70.114799, W,46.82,318.95,1,23.56,24.5,28.69,24.75
33:17.0,43.77998, N,70.115349, W,46.42,316.3,1,23.44,24.5,28.69,25
33:22.0,43.780403, N,70.115898, W,46.54,316.57,1,23.44,24.25,28.69,24.75
33:28.0,43.78091, N,70.11657, W,46.98,316.04,1,23.38,24.25,28.69,24.75
33:33.0,43.78133, N,70.117126, W,47.12,316.32,1,23.38,24.25,28.69,24.75
33:38.0,43.781727, N,70.117714, W,45.49,311.48,1,23.31,24.25,28.69,24.75
33:43.0,43.782127, N,70.118301, W,47.09,314.34,1,23.25,24.25,28.69,25
33:48.0,43.782555, N,70.118866, W,47.19,316.98,1,23.25,24.5,28.56,24.75
33:53.0,43.782982, N,70.119431, W,47.04,317.58,1,23.25,24.5,28.56,25
33:58.0,43.783421, N,70.11998, W,47.72,317.37,1,23.19,24.5,28.69,24.75
34:04.0,43.783932, N,70.120659, W,47.37,315.33,1,23.19,24.5,28.63,24.75
34:09.0,43.784321, N,70.121262, W,46.63,310.66,1,23.19,24.5,28.63,24.75
34:14.0,43.784691, N,70.121895, W,47.36,308.38,1,23.19,24.5,28.63,24.75
34:19.0,43.78503, N,70.122543, W,46.34,304.09,1,23.19,24.25,28.56,24.75
34:24.0,43.785316, N,70.123238, W,46.29,298.23,1,23.19,24.5,28.56,24.75
34:29.0,43.785526, N,70.123978, W,46.06,286.29,1,23.19,24.5,28.5,25
34:34.0,43.785629, N,70.124756, W,44.85,277.02,1,23.19,24.5,28.44,25.25
34:40.0,43.785706, N,70.125671, W,44.44,276.73,1,23.25,24.5,28.38,24.75
34:45.0,43.785721, N,70.126396, W,40.82,271.19,1,23.38,24.25,28.5,25
34:50.0,43.785767, N,70.127113, W,43.35,278.65,1,23.38,24.5,28.5,25
34:55.0,43.785927, N,70.127815, W,42.33,290.22,1,23.5,24.5,28.38,24.75
35:00.0,43.786125, N,70.128494, W,43.05,290.67,1,23.56,24.5,28.38,25
35:05.0,43.786346, N,70.129158, W,42.45,295.37,1,23.56,24.5,28.38,25
35:10.0,43.786564, N,70.129822, W,42.46,291.17,1,23.63,24.5,28.44,25
35:16.0,43.786808, N,70.13063, W,42.7,292.63,1,23.69,24.5,28.44,25
35:21.0,43.787037, N,70.131302, W,43.13,295.75,1,23.75,24.5,28.56,25.25
35:26.0,43.787243, N,70.131981, W,43.02,293.49,1,23.81,24.5,28.56,25
35:31.0,43.787453, N,70.132668, W,43.2,292.7,1,23.81,24.5,28.56,25
35:36.0,43.787651, N,70.133347, W,42.59,290.19,1,23.94,24.25,28.5,25
35:41.0,43.787815, N,70.133995, W,38.92,290.32,1,24.19,24.75,28.44,25
35:46.0,43.78801, N,70.134613, W,39.48,295.31,1,24.19,24.5,28.5,25
35:52.0,43.788269, N,70.135361, W,40.57,296.96,1,24.25,24.5,28.56,25.25
35:57.0,43.788422, N,70.135818, W,20.46,293.6,1,24.25,24.5,28.56,25.25
36:02.0,43.78846, N,70.135948, W,7.37,295.48,1,24.25,24.5,28.69,25
36:07.0,43.788486, N,70.136047, W,5.53,290.93,1,24.25,24.5,28.81,25.25
36:12.0,43.788509, N,70.136124, W,4.41,292.01,1,24.25,24.5,28.88,25
36:17.0,43.788528, N,70.136185, W,3.26,292.8,1,24.31,24.5,29,25
36:22.0,43.788544, N,70.13623, W,2.81,292.8,1,24.44,24.5,29.19,25
36:28.0,43.788567, N,70.136284, W,2.53,292.8,1,24.44,24.5,29.38,25
36:33.0,43.788593, N,70.136368, W,7.48,288.76,1,24.5,24.5,29.56,25.25
36:38.0,43.788605, N,70.136612, W,16.81,272.6,1,24.56,24.5,29.75,25
36:43.0,43.788628, N,70.136948, W,20.57,279.59,1,24.63,24.5,29.81,25
36:48.0,43.788715, N,70.137344, W,25.24,292.11,1,24.63,24.75,29.81,25
36:53.0,43.788837, N,70.137772, W,28.31,296.89,1,24.63,24.5,29.88,25.25
36:58.0,43.78904, N,70.138199, W,30.48,308.14,1,24.63,24.5,29.88,25.25
37:04.0,43.789383, N,70.138649, W,32.62,321.45,1,24.63,24.75,29.88,25
37:09.0,43.789726, N,70.138969, W,32.66,327,1,24.63,24.5,29.88,25
37:14.0,43.790073, N,70.139267, W,32.35,328,1,24.63,24.75,30,25.25
37:19.0,43.790432, N,70.139572, W,34.42,327.8,1,24.63,24.5,30.06,25.25
37:24.0,43.790813, N,70.139893, W,36.45,328.68,1,24.63,24.5,30.19,25.25
37:29.0,43.791214, N,70.140236, W,37.96,327.82,1,24.63,24.5,30.31,25.25
37:34.0,43.791626, N,70.140594, W,39.38,329.08,1,24.69,24.5,30.38,25.25
37:40.0,43.792179, N,70.1409, W,39.89,346.55,1,24.69,24.75,30.38,25.25
37:45.0,43.792679, N,70.140938, W,40.28,0.14,1,24.75,24.75,30.38,25.25
37:50.0,43.79319, N,70.140923, W,41.15,1.57,1,24.88,24.75,30.38,25
37:55.0,43.793705, N,70.140945, W,41.53,355.88,1,24.94,24.75,30.38,25
Time, Latitude, N/S, Longitude, E/W, Speed, Heading, Fix, High Temperature, High Ambient, Low Temperature, Low Ambient
38:07.0,43.794819, N,70.14164, W,41.33,325.26,1,25.19,24.75,30.75,25.25
38:12.0,43.795212, N,70.14209, W,40.3,314.07,1,25.19,24.75,30.75,25.25
38:18.0,43.795532, N,70.142769, W,38.64,294.94,1,25.19,24.75,30.75,25.5
38:23.0,43.795692, N,70.143387, W,38.4,287.52,1,25.19,24.75,30.63,25.25
38:28.0,43.795811, N,70.144005, W,36.11,283.13,1,25.25,24.75,30.56,25.25
38:33.0,43.795818, N,70.144592, W,33.15,264.78,1,25.38,24.75,30.5,25.5
38:38.0,43.795673, N,70.145081, W,30.36,239.45,1,25.44,24.75,30.19,25.25
38:43.0,43.79541, N,70.145485, W,32.14,228.17,1,25.56,25,29.81,25.5
38:48.0,43.795135, N,70.145897, W,33.21,225.72,1,25.56,24.75,29.38,25.25
38:54.0,43.7948, N,70.146385, W,31.99,228.3,1,25.69,24.75,29,25.25
38:59.0,43.79454, N,70.146774, W,30.24,226.28,1,25.69,24.75,28.81,25.5
39:04.0,43.794281, N,70.147133, W,29.43,225.26,1,25.75,24.75,28.31,25.5
39:09.0,43.794025, N,70.147507, W,29.99,226.93,1,25.75,24.75,28.13,25.25
39:14.0,43.793766, N,70.147896, W,30.52,228.61,1,25.75,24.75,27.94,25.25
39:19.0,43.793499, N,70.148323, W,38.78,230.57,1,25.75,24.75,27.81,25.5
39:24.0,43.79314, N,70.149002, W,57.01,235.74,1,25.75,24.75,27.75,25.5
39:30.0,43.792679, N,70.150124, W,65.04,244.17,1,25.81,25,27.69,25.25
39:35.0,43.792381, N,70.151207, W,68.07,250.09,1,25.81,24.75,27.69,25.5
39:40.0,43.792038, N,70.152298, W,69.18,244.42,1,25.94,24.75,27.75,25.5
39:45.0,43.791622, N,70.153336, W,69.03,240.28,1,26,24.75,27.75,25.5
Time, Latitude, N/S, Longitude, E/W, Speed, Heading, Fix, High Temperature, High Ambient, Low Temperature, Low Ambient
39:57.0,43.790569, N,70.155693, W,60.43,237.06,1,26.06,24.75,27.81,25.5
40:02.0,43.790184, N,70.156479, W,51.44,235.62,1,26.06,24.75,27.81,25.5
40:08.0,43.789803, N,70.157326, W,46.17,239.84,1,26.06,24.75,28,25.75
40:13.0,43.789589, N,70.15799, W,40,249.94,1,26.06,25,28,25.5
Time, Latitude, N/S, Longitude, E/W, Speed, Heading, Fix, High Temperature, High Ambient, Low Temperature, Low Ambient
40:25.0,43.789425, N,70.159348, W,31.65,267.35,1,26.25,24.75,28.44,25.5
40:30.0,43.789429, N,70.159897, W,32.22,272.32,1,26.25,25,28.5,25.75
40:35.0,43.789505, N,70.160439, W,32.16,290.39,1,26.25,25,28.5,25.5
40:40.0,43.789684, N,70.160927, W,31.69,303.34,1,26.25,25,28.81,25.75
40:46.0,43.789967, N,70.161423, W,29.94,310.23,1,26.25,24.75,28.94,25.75
40:51.0,43.790199, N,70.161812, W,28.75,310.12,1,26.25,25,29.06,25.5
Time, Latitude, N/S, Longitude, E/W, Speed, Heading, Fix, High Temperature, High Ambient, Low Temperature, Low Ambient
41:03.0,43.790745, N,70.162674, W,27.19,313.61,1,26.38,25,29.5,25.5
41:08.0,43.79097, N,70.163025, W,27.05,311.75,1,26.38,25,29.5,25.75
41:13.0,43.791191, N,70.163368, W,26.61,312.07,1,26.38,25,29.63,25.75
41:18.0,43.791409, N,70.163712, W,26.22,310.98,1,26.38,25,29.69,25.75
41:24.0,43.791645, N,70.164101, W,22.39,309.5,1,26.38,25,29.81,25.5
41:29.0,43.791817, N,70.164391, W,22.1,311.95,1,26.38,25,30,25.5
41:34.0,43.792011, N,70.164658, W,22.58,317.74,1,26.44,25,30.19,25.5
41:39.0,43.792183, N,70.164841, W,15.3,321.6,1,26.44,25,30.38,25.75
41:44.0,43.792305, N,70.16497, W,10.8,325.9,1,26.5,25,30.56,25.5
